url_path,views_total,views_unique
/tobbie/nodejs-chat-app,2,2
/tobbie/nodejs-chat-app/commit/9ea8c015befd2efd19a82ee86f8e36629decb14c,1,1
/tobbie/nodejs-chat-app/issues,1,1
/tobbie/nodejs-chat-app/pulls,1,1
