url_path,views_total,views_unique
/tobbie/nodejs-chat-app/pulls,4,3
/tobbie/nodejs-chat-app,2,2
/tobbie/nodejs-chat-app/issues,2,2
/tobbie/nodejs-chat-app/labels,1,1
